input,label
"""گھریلو کالر"" کی ایجاد کی وجہ سے ، گوشت کھانے والے زومبیوں کو کنٹرول میں لایا جاتا ہے ، اور معاشرے کے نتیجہ خیز ارکان بن جاتے ہیں۔ تاہم ، وہ معمولی کام انجام دیتے ہیں۔ امدادی مردہ افراد 1950 کی دہائی کے چھوٹے چھوٹے شہروں میں رہنے والے امریکی باشندوں کی خدمت میں شریک ہیں ، جب ""دی وائلڈ زون"" میں نامعلوم زومبی گھومتے پھرتے ہیں۔ ""ولارڈ"" نامی قصبے میں ، پری نوعمر کِسن رے (بطور ٹمی رابنسن) والدین کے ساتھ کیری-آن ماس اور ڈیلن بیکر (بطور ہیلن اور بل رابنسن) رہتے ہیں۔ افسوس ، رابنسن اپنی گلی کا واحد خاندان ہے جو زومبی کے مالک نہیں ہے۔ ان کے نئے پڑوسی ممالک ، نیچے کے پاس چھ ہیں۔ لہذا ، جاری رکھنے کے لئے ، رابنسن زومبی بلی کونولی (بطور فیڈو) حاصل کرتے ہیں ۔بدقسمتی سے ، مسٹر کونولی کے ""گھریلو کالر"" کو بوڑھی عورت کے چلنے والے نے نقصان پہنچا ہے ، اور وہ اسے کھاتا ہے۔ اس کے بعد ، نئے اور بھوکے زومبی شہر میں گھس جاتے ہیں۔ دریں اثنا ، نوجوان رے کونولی سے منسلک ہو گیا ہے (لڑکا اور اس کا زومبی ٹی وی کے ""ٹمی اور لاسی"" کی طرح ہے) اور ، رابنسن کنبے کو کنٹرول کرنے والے ""زومکوم"" حکام کے ساتھ تعاون کرنا مشکل محسوس ہوتا ہے۔ ""فیڈو"" اپنی دلچسپ ""وائلڈ زون"" میں اتنا زیادہ نہیں جاتا ہے۔ لیکن ، یہ ایک رنگارنگ ، سجیلا ، اور دل لگی طنزیہ طور پر زومبی فلمی لار کے علاوہ ہے۔ رے اور کاسٹ نے فرداually فردا؛ اچھی کارکردگی کا مظاہرہ کیا۔ نوبل زومبی سونجا بینیٹ (بطور تیمی) اور مالک ٹم بلیک نیلسن (بطور تھیوپولیس) سب سے یادگار جوڑا ہے۔ ڈائریکٹر اینڈریو کری اور عملہ ، جس میں روب گرے (ڈیزائن) ، جان کیسر (فوٹو گرافی) ، ڈان میکڈونلڈ (میوزک) ، اور جیمز ولکاک (ڈیزائن) شامل تھے ، نے حقدار ایوارڈز جیتا۔ ******* فیڈو (2006) اینڈریو کیری ~ کے'سن رے ، کیری-آن ماس ، بلی کونولی ، ڈیلن بیکر",0
اس مختصر ، جس نے آسکر جیتا ، دو سیکوئلز اور ایک ٹی وی کارٹون شو تیار کیا ، اس میں کم سے کم حرکت پذیری لیکن آدرش اسکرپٹ ہے (تھیوڈور گیزل عرف ڈاکٹر سیؤس کی تحریر میں) اور اس سے زیادہ یادگار اور دلکش مرکزی کردار ہے۔ یو پی اے نے ایک طرز حرکت پذیری کا آغاز کیا جس نے 1950 کے وسط کے دوران ڈزنی کو بھی متاثر کیا اور 1940 کی دہائی کے آخر اور 1950 کی دہائی کے آخر میں انجام دیئے گئے بہترین متحرک شارٹس میں سے کچھ تیار کیا۔ یہ ان کے بہترین پر ہے. خدا اس کے پرنٹ میں رکھے۔ انتہائی سفارش کی,0
** خراب کرنے والوں پر مشتمل ہے ** ٹھیک ہے ، اس مووی کو ایک لفظ میں ختم کرنے دیں: برا۔ دو الفاظ؟ بہت برا. اب میں ایسا کیوں سوچتا ہوں؟ مجھے وضاحت کا موقع دیں. گٹین برگ ایک خصوصی ٹیم ہے جس میں چار افراد شامل ہیں جو اسلحہ فروش کے کسی لیب سے چوری کرنے کے بعد مہلک وائرس لینے کے لئے تفویض کردیئے گئے ہیں۔ وہ وسط پرواز میں آرم ڈیلروں پر حملہ کرکے ایسا کرتے ہیں اور کسی نہ کسی طرح لڑائی جھگڑے کے بعد اس وائرس کو واپس لے جاتے ہیں۔ تاہم ، گٹنبرگ کے بارے میں شکوک و شبہات پیدا ہوئے ہیں کیونکہ ایک دہشت گرد اس کا نام جانتا تھا۔ ٹیم ممبران کی گفتگو کے بعد نامعلوم افراد کی طرف سے حملہ کردیا جاتا ہے اور ہر کسی کو اس میں ملوث ہونے کا شبہ ہونے لگتا ہے۔ یہ فیصلہ کرنے کے بعد کہ وہ اپنے مالکوں پر بھروسہ نہیں کرسکتے ، انہوں نے ایک بار پھر ، وائرس کو چوری کرنے اور ممکنہ حملہ آوروں کو راغب کرنے کی کوشش کرنے کا فیصلہ کیا۔ نظریہ یہ ایک ایسا پلاٹ ہے جس میں کم بجٹ والی فلم میں کام کیا جاسکتا ہے جس کا مقصد صرف نشر کرنا ہے۔ ٹی وی. تاہم ، پلاٹ سے سمجھوتہ کیا گیا اور متعدد اکاؤنٹس میں مووی برباد ہوگئی۔ او .ل ، پلاٹ قطعی طور پر پیش قیاسی ہے اور یہ جان کر مزہ نہیں آتا ہے کہ فلم تین منٹ کے بعد کس طرح ختم ہوگی۔ دوسرا۔ اداکاری واقعی خراب ہے ، یا اداکاروں کو ڈمی کے طور پر کام کرنے کی ہدایت کی گئی ہے۔ بہت سارے جذبات نہیں ہیں ، چہرے کے تاثرات میں تبدیلی بالکل بھی نہیں ہے۔ میں خاص طور پر گٹنبرگ میں مایوسی کا شکار تھا کہ مجھے یقین ہے کہ بہت زیادہ کام کرسکتا ہے ، لیکن کسی حد تک ایکشن ہیرو بننے کی کوشش میں مکمل طور پر ناکام ہوگیا۔ اس کے علاوہ ، اگرچہ میں اس موضوع پر کسی بھی ماہر کے ذریعہ نہیں ہوں ، مجھے مکمل طور پر یقین ہے کہ میں پانچ اجنبیوں کو چن کر ایک بہتر خفیہ ٹیم کو اکٹھا کرسکتا ہوں اور ایک ہفتے تک ان کی تربیت کرسکتا ہوں۔ ایسا لگتا ہے کہ فلم میں یہ ایک مرکزی خیال موضوع ہے جس میں ممکنہ حد تک احمقانہ اور غیر پیشہ ورانہ کام کرنا ہے۔ یہ اچھے لڑکوں ، برے لڑکوں اور راہ گیروں کے لئے بھی ہے۔ تب میں فلم کے سائنسی اور تکنیکی مشیر ، اگر کوئی ہے تو ، پر پوری دل سے شک کرتا ہوں۔ مثال کے طور پر ، میں نے اپنے ہاتھ پر مائع نائٹروجن ڈالی ہے اور میں فورا break نہیں ٹوٹتا۔ واقعتا یہ نتیجہ اخذ کرنے کا طریقہ نہیں جانتا ، لیکن یہ کہنے دیتا ہوں کہ اس فلم میں ایک پیش قیاسی سازش ، خراب اداکاری ہے اور وہ ایسا لگتا ہے کہ جو بھی کام ہو رہا ہے کرتے ہیں. معذرت ، اس سے بہتر کوئی نہیں ہوسکتا۔ یہ فلم مت دیکھو ، یہ اتنا برا بھی نہیں ہے کہ یہ مضحکہ خیز ہے۔ 2/10,1
"جب میں نے ہیملیٹ کو پہلی بار پڑھا تھا ، میں مدد نہیں کرسکتا تھا لیکن آؤٹراگیوس فارچیون کے خاتمے کے بارے میں سوچتا تھا ، جہاں بیٹی مڈلر اس ناگوار ہونے کی وجہ سے اس ڈرامے کو روکتا ہے ، اور کہتا ہے ، ""مجھے کسی بھی دن رومیو دو۔"" ایک شخص کی پانچ حرکتیں یہ فیصلہ کرنے کی کوشش کر رہی ہیں کہ اپنے چچا کو مارنا ہے یا نہیں؟ مجھ پر اوورکل کی طرح لگتا ہے۔ لیکن مزید پڑھنے پر ، میں واقعی اس ڈرامے کی تعریف کرنے لگا۔ میں نے اولیویر اور گبسن فلمی ورژن (اور نکول ولیم سن ورژن کا ایک حصہ) دیکھا ہے ، اور یہ سب اولیویر سے اپنا ماڈل لیتے ہیں۔ خلوص ڈین۔ اولیویر نے کم از کم اس کے بارے میں خود غرضی کے بغیر یہ کام کیا ، لیکن گبسن اور ، میں نے جو دیکھا ، ولیم سن نے ایسا لگا جیسے وہ ""دیکھو ، ما ، میں اداکاری کر رہا ہوں! میں اداکاری کر رہا ہوں!"" اسکول۔ اب یہاں کینتھ براناگ کا ورژن آتا ہے ، جو شروع سے ختم ہونے تک دم توڑ رہا ہے۔ اس نے 1996 کے میرے دس دس نمبر پر (انگریزی مریضہ کے پیچھے ، اور لون اسٹار ، جیری میگئیر ، فرگو ، سیکریٹ اور جھوٹ بولنے سے پہلے ، ہر ایک کا کہنا ہے کہ میں تم سے پیار کرتا ہوں ، ڈزاسٹر کے ساتھ بھڑکتا ہوں ، بڑی رات ، اور تلاش کرو) اور یہ بہترین ہیملیٹ ، اور شاید شیکسپیئر کا بہترین فلم ہے۔ ظاہر ہے کہ ، ایک فلم ساز کی حیثیت سے ، برینگ کی صلاحیتوں کا ، مکمل لمبائی کا ورژن بنانے کے لئے ، 70 ملی میٹر پرنٹ میں ، اور چار گھنٹے تک ہماری دلچسپی نہ کھونا ، بہت عمدہ ہے ، لیکن جو اس فلم کے بارے میں بات چیت میں نظرانداز ہوتا نظر آتا ہے ، وہ ہے عنوان کے کردار میں ان کی کارکردگی . یہ میری اس سال کی بہترین کارکردگی تھی۔ برانھاگ اس میلوڈراما سے اجتناب کرتا ہے جس میں اداکار ہیملیٹ کو ایک عام ، باقاعدہ انسان کی طرح کھیل کر پھنس جاتے ہیں اور ہمیں اس کے ہر عمل اور احساس کو سمجھنے پر مجبور کرتے ہیں۔ اور اولیویر کے برعکس ، جو زیادہ تر اپنی آواز پر انحصار کرتے ہیں ، براناگ اپنے پورے جسم کو ہیملیٹ کے ذریعے آنے والے جذبات کی نمائش کے لئے استعمال کرتا ہے ، لیکن چونکہ وہ اسے عام طور پر ادا کرتا ہے ، اس میں سے کوئی بھی منظرنامہ چبانے کی طرح نہیں لگتا ہے۔ باقی کاسٹ یہ ہے کہ اچھی طرح سے کے طور پر اچھی طرح سے. مجھے جیک لیمون نے بھی برا نہیں مانا ، حالانکہ میں اس بات سے اتفاق کرتا ہوں کہ وہ کاسٹ کا سب سے کمزور ممبر تھا۔ سب سے حیرت انگیز باری چارلٹن ہیسٹن سے آئی۔ میں نے اسے ہمیشہ بورڈ کی حیثیت سے سخت محسوس کیا ہے ، لیکن وہ پلیئر کنگ کی حیثیت سے کافی کمانڈ کررہا ہے۔ دوسری بڑی حیرت بلی کرسٹل تھی؛ میں نے سوچا کہ میں اس کو یکم گریویڈیگر کے طور پر غلط سمجھوں گا ، لیکن کردار میں رہتے ہوئے وہ اس کا معمول کا مضحکہ خیز تھا۔ سب کے سب ، ایک شاندار فلم!",0
میں عام طور پر پاکینو کا ایک بہت بڑا پرستار ہوں (سکارفیس ، سیرپیکو ، ڈیولس ایڈوکیٹ) لیکن عورت کی خوشبو کے بعد سے وہ ایک ہی کردار ادا کرتا ہے اور بہت زیادہ چیختا ہے۔ اس فلم میں گرمجوشی کے ل no کوئی دلچسپ کردار نہیں تھا۔ بونڈو میک کونہی کے ذریعہ برینڈن کا کردار ادا کیا گیا اس گروپ کا سب سے کم پسند ہے۔ یہاں تک کہ وہ کسی حقیقی انسان تک نہیں پہنچا تھا۔ پچینو نا امید تھا اور میری خوبی یہ تھی کہ رینی روس کی عمر کتنی ہے؟ اس پریشان کن گندگی کی واحد تیز روشنی کامل لپ اسٹک والا گرم ہوکر تھا اور اس کی کل 10 لائنیں ہیں۔ یہاں تک کہ عام طور پر قابل اعتماد جیرمی پیوین بھی قطعی طور پر مسترد نہیں تھا۔ فلموں کے مصنفین کے مطابق ، وہ عام طور پر اس وقت تک کام نہیں کرتے ہیں جب تک کہ مرکزی کرداروں میں سے ایک کم سے کم تھوڑا سا پسند (قابل ذکر استثناء اسکارفاسس) نہ ہو۔ جب فلم بند ہو رہی ہے اور پرانا برینڈن ائیرپورٹ پر ہے تو میرا صرف یہی خیال تھا ، براہ کرم ہوائی اڈے پر ہوائی جہاز گرنے دیں اور برینڈن کو ہلاک کردیں۔,1
"6 ماہ تک تلاش کرنے کے بعد ، مجھے آخر کار یہ ڈی وی ڈی ملی۔ میں صرف اتنا ہی کہہ سکتا ہوں کہ یہ انتظار کرنے کے قابل تھا! ""ریو ان ریو"" بہت اچھی طرح سے وجود میں آنے والی راک راک ڈی وی ڈی ہوسکتی ہے۔ میں مذاق نہیں کر رہا ہوں. یہ ناقابل یقین ہے! آواز کے کرپٹ ہونے کے بارے میں ساری ہنگامہ آرائی درست ہے ، تاہم اس سے کنسرٹ غیر متوقع نہیں ہوتا ہے۔ مجھے یہ معلوم ہوتا ہے کہ آپ کو ایسا محسوس ہوتا ہے کہ آپ واقعی سامعین سے محفل موسیقی دیکھ رہے ہیں۔ یہ ایک وجہ ہے کہ مجھے یہ ڈی وی ڈی پسند ہے۔ اس سے آپ کو ایسا محسوس ہوتا ہے کہ آپ واقعی وہاں ہو۔ نیز ، گیڈی ، الیکس اور نیل کبھی بھی بہتر شکل میں نہیں رہے! گیڈی کی آواز بے عیب ہے ، الیکس کا گٹار بجانا اب بھی ناقابل یقین ہے ، اور نیل - کہنے کے لئے قطعی الفاظ نہیں ہیں۔ اس کنسرٹ میں کیمرا کا کام بہت اچھا تھا مجھے کہنا چاہئے۔ انہوں نے ہمیں ہر اس چیز پر اچھ everythingا انداز دیا جس سے اسٹیج جاری تھا ، اور سامعین میں۔ کیمرہ مینوں کو کدوس! ویسے بھی ، میرے بڑبڑانے کے لئے کافی ہے! اپنے لئے ""رش ان ریو"" دیکھیں۔ آپ حیران رہ جائیں گے۔ میں اس کی ضمانت دیتا ہوں۔ 10/10",0
اس ریمیک کے ل A ایک بہت بڑی کاسٹ جمع ہوگئی جو افسوسناک طور پر ایک زبردست ساؤنڈ ٹریک کے باوجود باکس آفس کی ناکامی تھی۔ میں یہ نہیں کہہ سکتا کہ یہ تفریحی تفریح ​​ہے ، اور نہ ہی بے خوابی کا علاج۔ اس کے باوجود میں نے فلم سے لطف اٹھایا - اس سے وہ فرار حاصل ہوا جو میں ایک دوپہر کے بعد تھا۔ خیالی تصور کے باوجود ہم میں سے مثالی زندگی کی تلاش میں آنے والوں کے لئے ایک اچھی نظر۔ کچھ اہم لمحات ، کچھ سنسنی ، اور کبھی کبھار ہنسی کی توقع کریں۔,0
"یش راج فلموں اور آدتیہ چوپڑا پر شرم آتی ہے جو لگتا ہے کہ وہ کئی سالوں سے اپنی ذہانت سے محروم ہوچکے ہیں اور اس فلمی گھٹیا حصے میں ٹرپل کا مستقل کرایہ فراہم کرتے ہیں جو آپ کے ٹیوب کے معیار پر بھی نہیں ہے۔ میں سکوزفرینک سمت ، پلاٹ لائن کے ساتھ ختم کرنے کے لئے پوری فلک اسٹارٹ پر اپنے دانتوں کا اشارہ کر رہا تھا جو کبھی بالکل قابل عمل نہیں ہوا اور آخری منظر پر مجھے صرف اس پر شرمندگی ہوئی کہ میرا ملک اور اس کے کروڑ پتی فلمساز اس طرح کی حماقتوں پر کروڑوں کو ""پھینک سکتے ہیں""۔ اس کام کو لینے اور اس پر تبصرہ کرنے پر بھی اداکاروں کو شرم آتی ہے جیسے کام کے کچھ حص theyے میں وہ کام کرسکتے ہیں۔ سیف علی خان - فلم کے آپ کی پسند سے مکمل طور پر مایوس۔ کرین بلوغت سے متاثرہ افراد کے لئے کافی جلد دکھاتی ہے اور اکشے مدھم ہو کر سامنے آتے ہیں۔ انیل ایک اور پس ماندہ انگریزی کے لئے بلوغت کا شوق رکھتے ہیں۔ ان کی اداکاری ان کی اداکاری میں قابل تحسین تھیں اور آخری 15 منٹ میں بکھرے ہوئے عجیب و غریب فلم سازی کے ساتھ ، یہ خون کی نالی کو پاپ کرنے کے لئے کافی تھا۔ دماغی خلیوں ، توانائی یا آپ کے پیسوں کو دیکھنے کے لA اسے دیکھنے کی ضرورت نہیں ہے- دیکھیں دیکھو / کرایہ پر دیکھیں AMU- کے ساتھ کونکانہ سنشرما- آزاد فلم کا ایک خوبصورت ٹکڑا کبھی بھی ہندوستان سے باہر آتا ہے۔ غیرجانبدار ، متشدد اور حیرت انگیز کہانی کہانی ہے۔ جو ذہین اداکاروں کے ساتھ ہر ایک کو چھوئے گا اور مجھے امید دی کہ ہندوستانی سنیما بنانے میں سب کچھ کھو نہیں جائے گا۔",1
ہرن ہنٹر کو دیکھنے کے بعد ، جو ایک شاہکار ہے ، فلم جیکنیف کے پاس بھرنے کے لئے بڑے جوڑے تھے۔ یہ ہیر ہنٹر جیسے ہی موضوعات ہیں ، ویتنام جنگ کے بعد ایک شخص پر تباہ کن اثرات۔ روبرٹ ڈی نیرو اس فلم میں ہیں ، جیسا کہ ہرن ہنٹر میں ہے اور یہاں بہت اچھا ہے ، جیسے کیتھی بیکر۔ لیکن یہ فلم ایڈ ہیرس کی ہے ، جو ایک طاقتور ، جذباتی اور اثر انگیز پرفارمنس دیتا ہے۔ یہ فلم اسٹیج ڈرامے پر مبنی ہے ، اور ایک یا دو مناظر ہیں جہاں اس نے مجھ پر عیاں محسوس کیا۔ میرا صرف یہ مطلب ہے کہ ان ایک یا دو مناظر کے لئے ایسا لگا جیسے میں ایک اسٹیج ڈرامہ دیکھ رہا ہوں۔ یہ اتنا بڑا معاملہ نہیں تھا ، اور واقعی فلم کو کم نہیں کرتا تھا۔ یہ مووی۔ یہ ہرن ہنٹر کی طرح کوئی مہاکاوی نہیں ہے۔ وہ اسی طرح کے عہد کے متعلق ہیں اور اسی طرح کے موضوعات ہیں ، لیکن یہ دو بالکل مختلف فلمیں ہیں۔ مجھے لگتا تھا کہ ہرن ہنٹر بہت اچھا ہے ، اور مجھے یہ بھی لگتا ہے کہ یہ فلم بہت ہی عمدہ ہے۔ اس میں جو اسے بہت اچھا بنا دیتا ہے۔ میرے لئے ، جیکنیف ایک جائز ہے,0
ڈبل ایکسپوزر ایک حیرت زدہ حیرت کی بات تھی۔ اس میں عمدہ اداکاری (خاص طور پر زیر نگاری کالان سے) ، عمدہ سنیما گرافی اور ایک زبردست کہانی شامل ہے۔ دوسرے لفظوں میں ، یہ 1980 کی دہائی سے ابھرنے والی ایک زبردست ہارر کاوش ہے۔ کالان ایک فیشن فوٹوگرافر ادا کرتا ہے جو اپنے ماڈلز کے قتل کے خوابوں کا تجربہ کرتا ہے ، ایسے وقت میں جب وہ اپنے نفسیاتی طور پر اتار چڑھاؤ والے بھائی سے مل جاتا ہے (جو ایسا ہوتا ہے کہ اس کا بازو گم ہوجاتا ہے)۔ اور ایک ٹانگ) جب ماڈلز کالن کے قتل کا خواب دیکھتے ہیں تو وہ حقیقت میں مردہ ہو جاتے ہیں ، فوٹو گرافر اپنی ہی بے ہودگی پر شبہ کرنا شروع کردیتا ہے ... لیکن تصویر کے مقابلے میں اس کی نظر سے کہیں زیادہ اور بات ہے۔ اس فلم کو اس کی کبھی بھی تعریف نہیں ملی۔ بیشتر نقاد اور فلم نگاری ایک ہی وقت میں ریلیز ہونے والی سلیشیر فلموں کی بھیڑ سے اسے گھیر دیتے ہیں ، لیکن یہ اس افسوسناک حد تک بہت زیادہ ہے۔ یہ ہوشیار اور انوکھا ہے ، جو کچھ بھی اس انداز کی زیادہ تر فلموں کے بارے میں آرام سے نہیں کہہ سکتا ، لیکن یہ بھی شوق سے تیار کیا گیا اور پرفارم کیا گیا۔ ڈبل ایکسپوزر اپنی نوعیت کا ایک منی ہے۔,0
"ذرا تصور کریں کہ آپ کے پاس کچھ بھی ہوسکتا ہے ، اپنی خواہش کے مطابق کہیں بھی جا سکتے ہیں ، کچھ بھی ہو جس کا آپ نے کبھی بھی خواب دیکھا ہوگا۔ اب خود ہی تصور کریں کہ اس تحفہ کو اپنی زندگی کی محبت کے ساتھ بانٹ رہے ہیں۔ آپ کیا کریں گے؟ کیا ایسی طاقتیں آپ کی جان کے لائق ہوں گی؟ یہ وہ مخمصہ ہے جس کو کیپٹن کرسٹوفر پائیک نے ""دی کیج"" میں اصل اسٹار ٹریک سیریز کی ابلیسی پائلٹ ایپیسوڈ میں پیش کیا تھا۔ این بی سی پیتل کے ذریعہ مشہور ""بہت دماغی"" اور ""بہت سرد"" سمجھا گیا تھا اور اسے مسترد کر دیا گیا تھا ، ""اس کیج"" کے باوجود اس وقت کے نیٹ ورک کی تاریخ میں اب تک کا سب سے زیادہ مہتواکانکشی اور مہنگا پائلٹ تھا ، اور جین روڈن بیری سب کچھ نہیں چھوڑنا چاہتا تھا اس کاوش اور اخراجات ضائع ہوجائیں گے ، اس کا نتیجہ واقعتا classic اس کلاسک اسٹار ٹریک واقعہ ہے ، جو ""کیج"" کو ایک فریم اسٹوری میں ڈھلاتا ہے جو اس ہنسی کہانی کی جذباتی اور فلسفیانہ گہرائی کو مزید گہرا کرتا ہے ، جو ٹی وی کی تاریخ کا ایک اہم مقام ہے۔ اس سے پہلے واقعی سنجیدہ سائنس کی پہلی کہانیوں کو جو کبھی چھوٹے پردے کے لئے فلمایا گیا ہے ... اسٹار کی تاریخ 3012: مسٹر اسٹوک کو انٹرپرائز کے سابق کمانڈر کی جانب سے ایک فوری پیغام ملنے کے بعد یو ایس ایس انٹرپرائز اسٹار بیس 11 کی طرف موڑ دیا۔ حیرت کی بات یہ ہے کہ یہ پیغام آخرکار کیپٹن پائیک کا نہیں ہوسکتا ، کیوں کہ وہ اب ایک وہیل چیئر تک محدود ہے ، ایک اندوہناک حادثے کے بعد خاموش اور خوفناک طور پر منتشر ہوگیا ہے۔ کرک اور اسٹار بیس کے کمانڈنگ آفیسر کموڈور مینڈیز نے اسرار کی انتہا حاصل کرنے کی کوشش کی ، لیکن اس سے پہلے کہ اس معاملے کو واضح کیا جاسکے ، اسپاک - کھلے عام بغاوت کا ارتکاب کرتا ہے ، بے بس کیپٹن پائیک کو اغوا کرکے انٹرپریج کو ہائی جیک کرتا ہے۔ کچھ والکن عصبی چوکیوں کی مدد سے ایک بہت عمدہ سوچ اور ٹائم ٹائم پلان کے ذریعے۔ جلد ہی ، انٹرپرائز طالوس چہارم کے دور دراز ، حرام سیارے کی طرف روانہ ہوگا۔ مینڈیز نے کرک کو مطلع کیا کہ تلوس چہارم تعطل کا شکار ہے ، اور سیارے کے ساتھ اسٹار فلیٹ برتنوں یا اہلکاروں کے ذریعہ کسی بھی رابطے پر فوری موت کی سزا سنائی جاتی ہے ، اس کا مطلب یہ ہے کہ اسپاک جان بوجھ کر خود کو تباہ کررہا ہے ، اور کرک بھی ، اس کی وجہ سے کیپٹن کو ذمہ دار ٹھہرایا جائے گا۔ جہاز کی سرگرمیوں کے ل.۔ حیرت زدہ ، کرک اور مینڈیز ایک شٹ کلٹ میں پیچھا کرتے ہیں ، جو خود خطرناک ہو جاتا ہے جب انٹرپرائز ان کی کالوں کا جواب دینے سے انکار کرتا ہے یا جب تک کہ بجلی اور آکسیجن قریب نہ آجائے۔ سپاک - یہ جانتے ہوئے کہ کرک جہاز کے پیچھے چلنا چاہئے - یقینا unableکپتان کو کچھ خاص موت کے لئے قید کرنے سے قاصر ہے۔ اس دستکاری کو بازیافت کرنے اور اس میں سوار قابض افراد کے نام آنے کا حکم دینے کے بعد ، سپاک نے انکشاف کیا کہ اس نے مک کو کے ساتھ کیا کیا ہے اور اسے گرفتار کرنے کا مطالبہ کیا ہے ، اس کے بعد انہوں نے تلوس چہارم کو ناقابل واپسی کورس پر اسٹارشپ طے کرنے کے بعد۔ کمانڈ دوبارہ سنبھالنے پر ، کرک اس کی وضاحت طلب کرتا ہے ، اس کے بعد اسٹوک نے اسٹار فلیٹ کمانڈنگ افسران کے ایک ٹریبونل کے ذریعہ فوری عدالت مارشل کی درخواست کی - جن میں سے بورڈ میں تین افراد ہیں - مینڈیز ، کرک ، اور اپاہج ناجائز کیپٹن پائیک۔ اسٹار فلیٹ کے قواعد و ضوابط کے بارے میں اسپوک کا علمی علم اس کے اہل بناتا ہے کہ وہ ٹریبونل میں ہیرا پھیری کر سکے تاکہ اسے ناقابل قبول ثبوت پیش کر سکے۔ سپاک فیڈریشن اور تالوس چہارم کے باشندوں کے مابین اب تک ہوئے ایک ہی رابطے کی ویڈیو ریکارڈنگ پیش کرتا ہے۔ یہ سفر 13 سال قبل پائک کے کمانڈ میں انٹرپرائز کے ذریعہ لیا گیا تھا۔ کرک نے اس کی انتہائی تفصیل کے سبب ویڈیو کی صداقت کے بارے میں شکوک و شبہات کا اظہار کیا ، لیکن پیش کردہ واقعات کی حقیقت کی تصدیق خود پائیک نے کی ، جو فیڈریشن کی ایک تحقیق میں مبینہ طور پر بچ جانے والے افراد کی طرف سے ایک تکلیف کے ذریعہ ٹالوس چہارم کی طرف راغب ہونے کا انکشاف ہوا ہے۔ وہ جہاز جو 18 سال پہلے وہاں گر کر تباہ ہوا تھا۔ زندہ بچ جانے والوں میں وینا بھی شامل ہے ، ایک حیرت انگیز خوبصورتی کے بارے میں کہا جاتا ہے کہ وہ تباہی سے ٹھیک پہلے پیدا ہوا تھا۔ پائک اس لڑکی کی طرف راغب ہے اور اسے اس کو کسی الگ تھلگ جگہ پر راغب کرنے کی اجازت دیتا ہے ، جس کے بعد اسے تالوسیوں نے راہداری سے روک لیا اور اس پر قبضہ کرلیا ، بہت ساری صلاحیت رکھنے والے خیالات اور خیالوں کو ورچوئل حقیقت میں بدلنے کی طاقت رکھنے والی اینڈروگینس انسانیت کی دوڑ ہے۔ پائیک کی گرفتاری کے بعد ، باقی ""بچ جانے والے"" مٹ گئے کیونکہ ان میں سے کوئی بھی واقعتا وینا کے سوا موجود نہیں تھا۔ واقعہ اس وقت ختم ہوتا ہے جب ٹریبونل کو پتہ چلتا ہے کہ اسٹاک فلیٹ کے ضوابط کی خلاف ورزی کرتے ہوئے ، حقیقت میں اسٹوکس کے ""ثبوت"" کو تلوس چہارم سے انٹرپرائز میں منتقل کیا جارہا ہے۔ اسٹار فلیٹ نشریات کو فوری طور پر روکنے کا حکم دیتا ہے ، اور ہم تعجب کرتے ہیں کہ آگے کیا ہوگا ... ""دی مینجری: حصہ دوم"" کے جائزے میں جاری رکھنا!",0
"یہ فلم خوفناک ہے۔ ہاکی کے ایک حقیقی پرستار کو یہ ماننا ہوگا کہ جن لوگوں نے اس فلم میں شائع کیا ہے اور اس کی تیاری کی ہے وہ کبھی بھی حقیقی ہاکی کھیل نہیں کھیلی اور نہیں دیکھی۔ مجھے یہ امید ہے کہ یہ ایک ""لڑکا مووی"" ہوگی ، لیکن صرف وہ لوگ جو شاید اس فلم سے لطف اندوز ہوں گے وہ 13 سے 17 سال کی عمر کی خواتین ہیں۔ ہاکی کے مناظر خوفناک ہیں ، دفاعی عملہ کھیلتا ہے جیسے وہ 5 سال کی عمر میں ، گولیاں مارتے ہوئے گولیاں کھاتے ہیں جو نیٹ سے 10 فٹ چوڑے ہیں وغیرہ ، اس فلم کے اختتام کی پیشن گوئی کرنا اتنا مشکل ہے ، اگرچہ !! ان لوگوں کے لئے ، جنہوں نے اسے دیکھا ہے ، کس نے اندازہ لگایا ہوگا؟ ان لوگوں کے لئے ، جنھوں نے اسے نہیں دیکھا ، اپنا وقت ضائع نہ کریں! میں نے فلم کے آدھے راستے سے کم معلوم کیا۔ اس فلم کو ڈرامہ کہنا مضحکہ خیز ہے !!",1
