input,index,label,token
"['اسی', 'اثناء', 'میں', 'یو', 'پی', 'میں', 'پارٹی', 'کی', 'شکست', 'پر', 'غور', 'کرنے', 'کے', 'لیے', 'بی', 'جے', 'پی', 'کے', 'ریاستی', 'صدر', 'ڈاکٹر', 'رمایتی', 'رام', 'ترپاٹھی', 'نے', 'پارٹی', 'کے', 'ہارے', 'جیتے', 'امیدواروں', 'کا', 'ایک', 'جلسہ', '29', 'مئی', 'کو', 'طلب', 'کیا', 'ہے', '۔']",0,8,اسی
"['300', 'سے', 'زائد', 'مکانات', 'ہےں', '-']",2,8,زائد
"['اگر', 'ان', 'کو', 'یہ', 'یاد', 'کرنے', 'مےں', 'دشواری', 'ہو', 'کہ', 'آج', 'کونسا', 'دن', 'ہے', 'تو', 'آپ', 'فریج', 'یا', 'باتھ', 'روم', 'کے', 'آیئنے', 'مےں', 'دن', 'اور', 'تاریخ', 'لکھ', 'کر', 'روزانہ', 'چسپاں', 'کر', 'دیں', '۔']",11,8,کونسا
"['فرقہ_پرستی', ',', 'دہشت_گردی', ',', 'انتہاپسندی', ',', 'علاقہ_واریت', ',', 'رنگ', 'نسل', ',', 'یا', 'چھوت', 'چھات', 'یہ', 'ایسے', 'انسانیت_سوز', 'برائیاں', 'ہےں', 'جن', 'سے', 'معاشرہ', 'اور', 'ملک', 'ظلم', 'و', 'زیادتی', 'سے', 'بھر', 'جائےگا', 'اور', 'انسانوں', 'کے', 'خاتمہ', 'کی', 'راہ', 'ہموار', 'ہوگی', '۔']",15,8,ایسے
"['مرکزی', 'اطلاعات', 'فلسطین', 'کے', 'مطابق', 'نیویارک', 'مےں', 'عالمی', 'ادارہ', 'اطفال', 'کی', 'جانب', 'سے', 'جاری', 'اےک', 'تازہ', 'رپورٹ', 'مےں', 'بتایا', 'گیا', 'ہے', 'کہ', 'فلسطین', 'مےں', 'کم', 'و', 'بیش', 'ایسے', '19', 'لاکھ', 'بچے', 'نہایت', 'کسمپرسی', 'کی', 'زندگی', 'بسر', 'کر', 'رہے', 'ہےں', '،', 'اسرائیل', 'نے', 'جن', 'کے', 'بنیادی', 'حقوق', 'سلب', 'کر', 'رکھے', 'ہیں', '۔']",24,8,کم
"['اس', 'کی', 'وجہ', 'یہ', 'ہوتی', 'ہے', 'کہ', 'بعض', 'وقت', 'کسی', 'سیاسی', 'قائد', 'یا', 'مشہور', 'ہستی', 'کے', 'خطاب', 'میں', 'وہ', 'الفاظ', 'بھی', 'شامل', 'کر', 'دیے', 'جاتے', 'ہیں', '۔', 'جو', 'اُن', 'کے', 'منہ', 'سے', 'نکلے', 'ہی', 'نہیں', '۔']",7,8,بعض
"['جوان', 'گائے', 'کو', 'گھر', 'لایا', 'اور', 'جب', 'بنی', 'اسرائیل', 'جستجو', 'کرتے', 'ہوئے', 'اس', 'کے', 'مکان', 'پر', 'پہنچے', 'تو', 'یہی', 'قیمت', 'طے', 'ہوئی', 'اور', 'حضرت', 'موسیٰ', 'علیہ', 'السلام', 'کی', 'ضمانت', 'پر', 'وہ', 'گائے', 'بنی', 'اسرائیل', 'کے', 'سپرد', 'کر', 'دی', 'گئی', '۔']",18,8,یہی
"['پرہیزگاری', 'دین', 'و', 'دنیا', 'دونوں', 'جہاں', 'مےں', 'کام', 'آنے', 'والی', 'ہے', 'اور', 'دونوں', 'جہاں', 'مےں', 'اس', 'کا', 'فائدہ', 'ہے', '۔']",4,8,دونوں
"['وزراء', 'پر', 'اتنی', 'سختی', 'کی', 'بالکل', 'پہلی', 'مثال', 'بی', 'ایس', 'پی', 'سپریمو', 'مایاوتی', 'نے', 'قائم', 'کی', 'ہے', '۔']",2,8,اتنی
"['منموہن', 'سنگھ', 'کی', 'حکومت', 'عام', 'آدمی', 'کی', 'حکومت', 'ہونے', 'کی', 'دعویدار', 'ہے', 'لیکن', 'بہت', 'سارے', 'گھپلے', 'اور', 'بدعنوانیاں', 'بتا', 'رہی', 'ہےں', 'کہ', 'اس', 'حکومت', 'کا', 'عام', 'آدمی', 'کی', 'ترقی', 'فلاح', 'و', 'بہبود', 'سے', 'کوئی', 'تعلق', 'نہیں', 'ہے', '۔']",14,8,سارے
"['جوان', 'گائے', 'کو', 'گھر', 'لایا', 'اور', 'جب', 'بنی', 'اسرائیل', 'جستجو', 'کرتے', 'ہوئے', 'اس', 'کے', 'مکان', 'پر', 'پہنچے', 'تو', 'یہی', 'قیمت', 'طے', 'ہوئی', 'اور', 'حضرت', 'موسیٰ', 'علیہ', 'السلام', 'کی', 'ضمانت', 'پر', 'وہ', 'گائے', 'بنی', 'اسرائیل', 'کے', 'سپرد', 'کر', 'دی', 'گئی', '۔']",30,8,وہ
"['مرکزی', 'اطلاعات', 'فلسطین', 'کے', 'مطابق', 'نیویارک', 'مےں', 'عالمی', 'ادارہ', 'اطفال', 'کی', 'جانب', 'سے', 'جاری', 'اےک', 'تازہ', 'رپورٹ', 'مےں', 'بتایا', 'گیا', 'ہے', 'کہ', 'فلسطین', 'مےں', 'کم', 'و', 'بیش', 'ایسے', '19', 'لاکھ', 'بچے', 'نہایت', 'کسمپرسی', 'کی', 'زندگی', 'بسر', 'کر', 'رہے', 'ہےں', '،', 'اسرائیل', 'نے', 'جن', 'کے', 'بنیادی', 'حقوق', 'سلب', 'کر', 'رکھے', 'ہیں', '۔']",26,8,بیش
"['سری', 'لنکا', 'کو', 'جن', 'داخلی', 'مسائل', 'کا', 'سامنا', 'ہے', '،', 'اس', 'کی', 'یکسوئی', 'صرف', 'داخلی', 'طور', 'پر', 'آپسی', 'بات_چیت', 'کے', 'ذریعہ', 'کی', 'جا', 'سکتی', 'ہے', 'اور', 'باتچیت', 'کا', 'جو', 'نتیجہ', 'نکلے', 'گا', '۔', 'وہ', 'سب', 'کے', 'لیے', 'قابل', 'قبول', 'ہونا', 'چاہیے', '۔']",28,8,جو
"['شاید', 'چھوٹی', 'عمر', 'مےں', 'شریکِ', 'حیات', 'کا', 'ساتھ', 'چھوٹ', 'جانے', 'کے', 'بعد', 'سماج', 'کی', 'عائدکردہ', 'ناحق', 'پابندیوں', 'نے', 'انہیں', 'اس', 'طرح', 'کی', 'سوچ', 'کا', 'حامل', 'بنا', 'دیا', 'تھا', 'اور', 'پھر', 'یہ', 'سوچ', 'گویا', 'ان', 'کی', 'فطرت', 'کا', 'اےک', 'حصہ', 'بن', 'گئی', '۔']",19,8,اس
"['سری', 'لنکا', 'کو', 'جن', 'داخلی', 'مسائل', 'کا', 'سامنا', 'ہے', '،', 'اس', 'کی', 'یکسوئی', 'صرف', 'داخلی', 'طور', 'پر', 'آپسی', 'بات_چیت', 'کے', 'ذریعہ', 'کی', 'جا', 'سکتی', 'ہے', 'اور', 'باتچیت', 'کا', 'جو', 'نتیجہ', 'نکلے', 'گا', '۔', 'وہ', 'سب', 'کے', 'لیے', 'قابل', 'قبول', 'ہونا', 'چاہیے', '۔']",3,8,جن
"['جب', 'سنٹرل', 'حج', 'کمیٹی', 'مےں', 'اس', 'طرح', 'کی', 'کوئی', 'تجویز', 'نہیں', 'ہے', 'تو', 'ریاستی', 'حج', 'کمیٹی', 'اس', 'پر', 'کس', 'طرح', 'غور', 'کر', 'سکتی', 'ہے', '۔']",18,8,کس
"['کل', 'رات', 'تقریبا', '3', 'بجے', 'ہی', 'سے', 'ان', 'علاقوں', 'کو', 'پولیس', 'نے', 'مکمل', 'طور', 'پر', 'اپنے', 'محاصرے', 'مےں', 'لے', 'لیا', 'تھا', 'اور', 'درگاہ', 'شیخ', 'پیٹ', 'کا', 'علاقہ', 'پولیس', 'چھاؤنی', 'مےں', 'تبدیل', 'ہو', 'گیا', 'تھا', '۔']",7,8,ان
"['صحت_مند', 'رہنے', 'کے', 'لیے', 'ماحول', 'صاف', 'ستھرا', 'رہنا', 'بھی', 'اتنا', 'ہی', 'ضروری', 'ہے', 'جتنا', 'کہ', 'پانی', 'اور', 'ہوا', 'کا', 'پاک', 'رہنا', 'اہم', 'ہے', '۔']",13,8,جتنا
"['آج', 'یہاں', 'این', 'ٹی', 'آر', 'ٹرسٹ', 'بھون', 'میں', 'اخباری', 'نمائندوں', 'سے', 'باتچیت', 'کرتے', 'ہوئے', 'ڈاکٹر', 'این', 'جناردھن', 'ریڈی', 'رکن', 'پولیت', 'بیورو', 'تلگودیشم', 'پارٹی', 'نے', 'یہ', 'بات', 'کہی', 'اور', 'بتایا', 'کہ', 'اگر', 'تلگودیشم', 'پارٹی', 'تعاون', 'نہ', 'کرتی', 'تو', 'خود', 'صدر', 'تلنگانہ', 'راشٹرا', 'سمیتی', 'مسٹر', 'کے', 'چندر', 'شیکھر', 'راؤ', 'حلقہ', 'لوک', 'سبھا', 'محبوب', 'نگر', 'سے', 'کامیابی', 'حاصل', 'نہ', 'کر', 'پاتے', '۔']",37,8,خود
"['ان', 'کو', 'بتا', 'دیں', 'کہ', 'پہلی', 'گھڑی', 'کے', 'الارم', 'پر', 'کیا', 'کھانا', 'کھانا', 'ہے', 'اور', 'دوسری', 'گھڑی', 'کے', 'الارم', 'پر', 'کھانا', 'بند', 'کر', 'دینا', 'ہے', '۔']",10,8,کیا
"['یہ', 'کام', 'مرکز', 'نے', 'نہیں', 'کیا', 'ہے', '۔']",0,8,یہ
"['جنہوں', 'نے', 'بیرونی', 'بینکوں', 'مےں', 'کالا', 'دھن', 'پوشیدہ', 'رکھا', 'ہے', ',', 'ان', 'افراد', 'مےں', 'سے', 'ایسی', 'کوئی', 'اتھاریٹی', 'کی', 'حامل', 'شخصیت', 'کے', 'بارے', 'مےں', 'بھی', 'ایسی', 'اطلاع', 'نہیں', 'ہے', 'اور', 'وہ', 'اس', 'بارے', 'مےں', 'معلومات', 'کو', 'برسرعام', 'لانا', 'نہیں', 'چاہتی', 'کیوں', 'کہ', 'یہ', 'کیس', 'سپریم', 'کورٹ', 'مےں', 'زیر', 'دوران', 'ہے', 'اور', 'تحقیقات', 'کا', 'عمل', 'بھی', 'جاری', 'ہے', '۔']",15,8,ایسی
"['مگر', 'کبھی', 'اس', 'بات', 'پر', 'غور', 'کیا', 'کہ', 'جب', 'شیطان', 'نے', 'گناہ', 'کیا', 'تھا', 'تو', 'اس', 'وقت', 'اس', 'کو', 'بہکانے', 'والا', 'کون', '(', 'شیطان', ')', 'تھا', '؟', '۔']",21,8,کون
"['بارش', 'کے', 'آغاز', 'کے', 'ساتھ', 'ہی', 'کچرے', 'اور', 'کیچڑ', 'کے', 'ڈھیر', 'کئی', 'کئی', 'دن', 'تک', 'پڑے', 'رہتے', 'ہیں', '۔', 'جس', 'کی', 'وجہ', 'سے', 'وبائی', 'امراض', 'کے', 'پیدا', 'ہونے', 'کے', 'اندیشے', 'بڑھ', 'جاتے', 'ہیں', '۔']",11,8,کئی
"['بہت', 'سے', 'طلبا', 'کو', 'جیولوجیکل', 'سروے', 'آف', 'انڈیا', 'اور', 'او', 'این', 'جی', 'سی', 'جیسے', 'اداروں', 'مےں', 'ملازمت', 'حاصل', 'ہوئی', 'ہے', '۔']",0,8,بہت
"['آئندہ', 'مزید', 'ان', 'مےں', 'اضافہ', 'کرتے', 'ہوئے', 'اقلیتوں', 'کو', 'زندگی', 'کے', 'ہر', 'شعبہ', 'مےں', 'نمایاں', 'سہولتیں', 'فراہم', 'کرنے', 'کا', 'تیقن', 'دیا', '۔']",11,8,ہر
"['اسی', 'دوران', 'محکمہ', 'ایوش', 'کی', 'جانب', 'سے', 'ہندوستانی', 'روایتی', 'طریقہ', 'علاج', '(', 'یونانی', ')', 'کی', 'ترقی', 'و', 'ترویج', 'کے', 'سلسلہ', 'مےں', 'کوئی', 'عملی', 'اقدامات', 'نہیں', 'کیے', 'گئے', '۔']",21,8,کوئی
"['اطلاعات', 'کے', 'بموجب', 'زلزلہ', 'کے', 'جھٹکے', 'کا', 'کلجو', 'کے', 'قریب', 'پتہ', 'لگایا', 'گیا', 'جہاں', 'پہلا', 'نیوکلیئر', 'تجربہ', 'کیا', 'گیا', 'تھا', '۔']",3,0,زلزلہ
"['واضح', 'ہو', 'کہ', 'آر', 'ایس', 'ایس', 'کا', 'بیک', 'گراونڈ', 'رکھنے', 'والے', 'لیڈر', 'اے', 'نریندرا', 'بی', 'جے', 'پی', 'کے', 'ایک', 'قدیم_ترین', 'قائد', 'ہیں', '۔']",7,0,بیک
"['تفصیلات', 'کے', 'بموجب', 'ضلع', 'سے', 'تعلق', 'رکھنے', 'والے', 'سو', 'سے', 'زیادہ', 'فیلڈ', 'اسسٹنٹ', 'نے', 'اپنے', 'مطالبات', 'کی', 'عدم_یکسوئی', 'پر', 'احتجاج', 'کیا', 'وہ', 'گذشتہ', 'پانچ', 'سال', 'سے', 'کنٹرےکٹ', 'کی', 'بنیاد', 'پر', 'کام', 'کر', 'رہے', 'ہےں', '۔']",26,0,کنٹرےکٹ
"['کمیٹی', 'نے', 'اپنی', 'رپورٹ', 'میں', 'بتایا', 'کہ', 'ایک', 'یونیورسٹی', 'کے', 'تحت', 'مختلف', 'کالجس', 'میں', 'علاحدہ', 'علاحدہ', 'فیس', 'مقرر', 'رہنے', 'کی', 'وجہ', 'سے', 'فیس', 'ری', '۔', 'ایمبرسمنٹ', 'میں', 'ٹیکنیکل', 'خامیاں', 'پیدا', 'ہو', 'رہی', 'ہیں', '۔']",12,0,کالجس
"['پونے', 'ریلوے', 'اسٹیشن', 'کے', 'پلیٹ', 'فارم', 'نمبر', 'ایک', 'پر', 'ملک', 'کی', 'پہلی', 'سوپرفاسٹ', 'ٹرین', '،', 'دکن', 'کوئن', '،', 'جو', 'ممبئی', 'سے', 'پونے', 'کو', 'جوڑتی', 'ہے', '،', 'آج', 'اپنے', 'وجود', 'کے', '80', 'ویں', 'سال', 'میں', 'داخل', 'ہونے', 'پر', 'اسے', 'برتھ', 'ڈے', 'بے', 'بی', 'کی', 'طرح', 'سجایا', 'گیا', '۔']",4,0,پلیٹ
"['مسٹر', 'محمد', 'عبدالقدوس', 'کنٹرولر', 'امتحانات', 'بورڈ', 'آف', 'انٹر', 'میڈیٹ', 'ایجوکیشن', 'و', 'دیگر', 'عہدیدار', 'بھی', 'موجود', 'تھے', '۔']",3,0,کنٹرولر
"['اور', 'کیڈمیم', 'کے', 'پےنٹ', 'خصوصاً', 'ریلوں', 'کو', 'رنگ', 'و', 'روغن', 'کرنے', 'کے', 'لیے', 'استعمال', 'کیے', 'جاتے', 'ہیں', '۔']",9,0,روغن
"['بعدازاں', 'ضلع', 'کلکٹر', 'سمیتا', 'سبھروال', 'نے', 'پریس', 'کانفرنس', 'کو', 'مخاطب', 'کرتے', 'ہوئے', 'کہا', 'کہ', 'سب', 'سے', 'پہلے', 'رچابنڈا', 'پروگرام', 'مےں', 'دی', 'گئی', 'درخواستوں', ',', 'مکانات', ',', 'راشن', 'کارڈ', ',', 'وظائف', 'کی', 'درخواستوں', 'کی', 'تنقیح', 'کی', 'جا', 'رہی', 'ہے', '۔']",33,0,تنقیح
"['یہ', 'قانون', 'ایوان', 'کی', 'خارجی', 'امور', 'کمیٹی', 'کے', 'صدر', 'نشین', 'ہورڈ', 'ایل', 'برمن', 'نے', '2', 'اپریل', 'کو', 'ایوان', 'میں', 'پیش', 'کیا', 'تھا', 'اور', 'اصل', 'بل', 'میں', 'سے', 'لفظ', '""', 'ہندوستان', '""', 'کا', 'نام', 'حذف', 'کر', 'دیا', 'گیا', 'تھا', '۔']",24,0,بل
"['شاید', 'چھوٹی', 'عمر', 'مےں', 'شریکِ', 'حیات', 'کا', 'ساتھ', 'چھوٹ', 'جانے', 'کے', 'بعد', 'سماج', 'کی', 'عائدکردہ', 'ناحق', 'پابندیوں', 'نے', 'انہیں', 'اس', 'طرح', 'کی', 'سوچ', 'کا', 'حامل', 'بنا', 'دیا', 'تھا', 'اور', 'پھر', 'یہ', 'سوچ', 'گویا', 'ان', 'کی', 'فطرت', 'کا', 'اےک', 'حصہ', 'بن', 'گئی', '۔']",20,0,طرح
"['اس', 'خصوص', 'مےں', 'اپنے', 'خیالات', 'کا', 'اظہار', 'کرتے', 'ہوئے', 'یانکووچ', 'نے', 'کہا', 'کہ', 'وہ', 'خود', 'سے', 'میڈرڈ', 'مےں', 'امیدیں', 'وابستہ', 'کر', 'چکی', 'تھیں', ',', 'تاہم', 'یہ', 'تاریخ', 'بن', 'چکا', 'ہے', 'اور', 'مےں', 'امید', 'کرتی', 'ہوں', 'کہ', 'فرنچ', 'اوپن', 'مےں', 'میں', 'اپنے', 'کھیل', 'کے', 'معیار', 'کو', 'بلند', 'کروں', 'گی', '۔']",43,0,معیار
"['جنہوں', 'نے', 'بیرونی', 'بینکوں', 'مےں', 'کالا', 'دھن', 'پوشیدہ', 'رکھا', 'ہے', ',', 'ان', 'افراد', 'مےں', 'سے', 'ایسی', 'کوئی', 'اتھاریٹی', 'کی', 'حامل', 'شخصیت', 'کے', 'بارے', 'مےں', 'بھی', 'ایسی', 'اطلاع', 'نہیں', 'ہے', 'اور', 'وہ', 'اس', 'بارے', 'مےں', 'معلومات', 'کو', 'برسرعام', 'لانا', 'نہیں', 'چاہتی', 'کیوں', 'کہ', 'یہ', 'کیس', 'سپریم', 'کورٹ', 'مےں', 'زیر', 'دوران', 'ہے', 'اور', 'تحقیقات', 'کا', 'عمل', 'بھی', 'جاری', 'ہے', '۔']",43,0,کیس
"['تفصیلات', 'کے', 'بموجب', 'ضلع', 'سے', 'تعلق', 'رکھنے', 'والے', 'سو', 'سے', 'زیادہ', 'فیلڈ', 'اسسٹنٹ', 'نے', 'اپنے', 'مطالبات', 'کی', 'عدم_یکسوئی', 'پر', 'احتجاج', 'کیا', 'وہ', 'گذشتہ', 'پانچ', 'سال', 'سے', 'کنٹرےکٹ', 'کی', 'بنیاد', 'پر', 'کام', 'کر', 'رہے', 'ہےں', '۔']",15,0,مطالبات
"['کہا', 'گیا', 'ہے', 'کہ', 'سیکیوریٹی', 'فورسیس', 'کی', 'جانب', 'سے', 'احتجاجی', 'مظاہرین', 'کو', 'منتشر', 'کرنے', 'کے', 'لیے', 'کی', 'گئی', 'کارروائیوں', 'اور', 'فائرنگ', 'کے', 'نتیجہ', 'مےں', 'درجنوں', 'افراد', 'زخمی', 'بھی', 'ہوئے', 'ہیں', '۔']",4,0,سیکیوریٹی
"['یوگا', 'گرو', 'بابا', 'رام', 'دیو', 'کی', 'جانب', 'سے', 'رشوت_ستانی', 'کے', 'موضوع', 'کو', 'زیر', 'بحث', 'لائے', 'جانے', 'کے', 'اےک', 'سوال', 'کے', 'جواب', 'مےں', 'کانگریس', 'کے', 'سینئر', 'قائد', 'ڈگ', 'وجئے', 'سنگھ', 'نے', 'کہا', 'کہ', 'بابا', 'رام', 'دیو', 'کو', 'چاہیئے', 'کہ', 'وہ', 'یوگا', 'کی', 'پراکٹس', 'پر', 'توجہ', 'دیں', '۔']",41,0,پراکٹس
"['میرا', 'شنکر', 'نے', 'ہندوستان', 'کے', 'چین', 'سے', 'تعلقات', 'پر', 'اپنے', 'خیالات', 'کا', 'اظہار', 'کرتے', 'ہوئے', 'کہا', 'کہ', 'دونوں', 'ممالک', 'کے', 'سیاسی', 'نمائندگان', 'متنازعہ', 'سرحدی', 'مسائل', 'کی', 'یکسوئی', 'مےں', 'شبانہ', 'روز', 'مصروف', 'ہےں', 'اور', 'انہیں', 'توقع', 'ہے', 'کہ', 'جلد', 'ہی', 'کوئی', 'نہ', 'کوئی', 'حل', 'نکل', 'آئے', 'گا', '۔']",42,0,حل
"['ان', 'کا', 'کہنا', 'ہے', 'کہ', 'وہ', 'اس', 'پیانل', 'سے', 'اےک', 'بار', 'پھر', 'ملاقات', 'کے', 'لیے', 'تیار', 'ہےں', 'لیکن', 'انہوں', 'نے', 'وزیر', 'اعظم', 'سے', 'مطالبہ', 'کیا', 'کہ', 'وہ', 'مسئلہ', 'کشمیر', 'پر', 'بات_چیت', 'کا', 'حصہ', 'بن', 'جائیں', '۔']",7,0,پیانل
"['یہ', 'نام', 'اوباما', 'انتظامیہ', 'کی', 'کوششوں', 'کے', 'نتیجہ', 'میں', 'حذف', 'کیا', 'گیا', 'ہے', 'کیوں', 'کہ', 'پاکستان', 'اور', 'خاص', 'طور', 'پر', 'پاکستانی', 'فوج', 'اور', 'انٹلیجنس', 'ایجنسی', 'آئی', 'ایس', 'آئی', 'نے', 'اس', 'پر', 'شدید', 'اعتراضات', 'کیے', 'تھے', '۔']",9,0,حذف
"['انہوں', 'نے', 'کہا', 'کہ', 'اقلیتی', 'شعبہ', 'کے', 'قومی', 'چیرمین', 'محمد', 'عمران', 'قدوائی', 'کی', 'ایما', 'پر', 'پوری', 'ریاست', 'کے', 'ہر', 'ڈویژن', 'میں', 'اقلیتی', 'کانفرنسیں', 'ہوں', 'گی', 'جس', 'کے', 'توسط', 'سے', 'کانگریس', 'کو', 'عام', 'مسلمانوں', 'سے', 'جوڑا', 'جائے', 'گا', '۔']",13,0,ایما
"['قرض', 'کے', 'بوجھ', 'سے', 'تنگ', 'آ', 'کر', 'دو', 'کسان', 'کے', 'خودکشی', 'کرنے', 'کا', 'واقعہ', 'پرگی', 'پولیس', 'اسٹیشن', 'کے', 'حدود', 'مےں', 'پیش', 'آیا', '۔']",18,0,حدود
"['2008', '-', '09', 'ء', 'کے', 'موسم', 'میں', 'ہندوستان', 'میں', '99', 'ملین', 'ٹنس', 'چاول', 'کی', 'فصل', 'حاصل', 'ہونے', 'کا', 'ایک', 'ریکارڈ', 'ہے', '-']",5,0,موسم
"['صدر', 'اوباما', 'شکاگو', 'مےں', 'اپنی', 'انتخابی', 'مہم', 'کے', 'دوران', '2012', 'ء', 'کے', 'صدارتی', 'انتخابات', 'کے', 'لیے', 'فنڈ', 'اکٹھا', 'کریں', 'گے', '۔']",16,0,فنڈ
"['لڑکی', 'کو', 'فوری', 'طور', 'پر', 'قریبی', 'ہاسپٹل', 'سے', 'رجوع', 'کیا', 'گیا', 'جہاں', 'دوران', 'علاج', 'وہ', 'فوت', 'ہو', 'گئی', '۔']",13,0,علاج
"['اور', 'یہ', 'معلومات', 'ہندوستان', 'و', 'سوئس', 'کنفیڈریشن', 'کے', 'درمیان', 'ڈٹآآ', 'کی', 'درخواست', 'کے', 'لیے', 'ضروری', 'نہیں', 'ہے', 'کیوں', 'کہ', 'یہ', 'صرف', 'ہندوستان', 'کے', 'داخلی', 'قوانین', 'کے', 'انفورسمنٹ', 'کے', 'لیے', 'مطلوب', 'ہوتے', 'ہیں', '۔']",29,0,مطلوب
"['لوک', 'پال', 'بل', 'کی', 'تیاری', 'کے', 'لیے', 'تشکیل', 'دی', 'گئی', 'کمیٹی', 'مےں', 'سیول', 'سماج', 'کے', 'پانچ', 'ارکان', 'کے', 'خلاف', 'جاری', 'رسواکن', 'مہم', 'مےں', 'شدت', 'پیدا', 'ہونے', 'کے', 'بعد', 'کمیٹی', 'کے', 'اےک', 'رکن', 'جسٹس', 'سنتوش', 'ہیگڈے', 'نے', 'انتباہ', 'دیا', 'ہے', 'کہ', 'وہ', 'اس', 'کمیٹی', 'سے', 'سبکدوش', 'ہو', 'جائیں_گے', '۔']",4,0,تیاری
